frame,t_capture_ms,t_hsv_ms,t_search_ms,t_map_ms,fps,tier_wrist,tier_thumb,tier_index,n_markers
1229,0.6278,1.0113,2.9602,0.0408,181.84,1,1,1,3
1230,0.5364,0.9591,2.9164,0.0381,184.73,1,1,1,3
1231,0.5857,0.9695,3.0015,0.0444,187.05,1,1,1,3
1232,0.7469,0.9954,3.5833,0.119,185.87,1,1,1,3
1233,0.8118,1.063,3.1039,0.055,186.02,1,1,1,3
1234,0.6312,1.0676,3.697,0.049,184.92,1,1,1,3
1235,0.8943,1.1112,3.8263,0.0428,182.8,1,1,1,3
1236,0.6052,1.0163,3.1673,0.0368,184.36,1,1,1,3
1237,0.5149,1.0156,3.0824,0.0937,186.06,1,1,1,3
1238,0.5959,1.0476,4.0587,0.044,184.15,1,1,1,3
1239,0.5278,1.1374,4.2425,0.0543,181.83,1,1,1,3
1240,0.6108,1.1895,4.0932,0.0594,179.7,1,1,1,3
1241,0.6399,1.1407,3.7482,0.0597,178.76,1,1,1,3
1242,0.5385,1.165,4.2188,0.0399,176.98,1,1,1,3
1243,0.5091,1.0966,3.659,0.037,177.48,1,1,1,3
1244,0.5676,1.0751,3.9806,0.0545,174.56,1,1,1,3
1245,1.5079,1.7124,4.6759,0.0479,169.25,1,1,1,3
1246,1.0487,1.123,3.9681,0.0464,167.84,1,1,1,3
1247,1.0443,1.0198,3.7893,0.0526,167.17,1,1,1,3
1248,0.7874,1.1188,4.5934,0.0438,165.18,1,1,0,2
1249,0.5968,0.9824,3.0213,0.0424,169.23,1,1,2,3
1250,0.7494,1.0469,2.9791,0.0431,172.11,1,1,1,3
1251,0.5541,1.0699,3.1932,0.051,174.55,1,1,1,3
1252,0.739,1.0492,3.6716,0.0377,174.15,1,1,1,3
1253,0.5257,1.0339,2.9981,0.0407,177.54,1,1,1,3
1254,0.559,1.004,3.0235,0.0405,180.39,1,1,1,3
1255,0.7226,0.9728,3.0417,0.0394,182.41,1,1,1,3
1256,0.5449,0.9732,3.0945,0.0431,184.15,1,1,1,3
1257,0.578,0.9431,3.3855,0.0529,185.0,1,1,1,3
1258,0.7408,1.3234,4.252,0.0774,181.33,1,1,1,3
1259,0.6176,1.1677,5.2452,0.0526,176.63,1,1,1,3
1260,0.5741,1.0406,6.5688,0.0668,170.7,1,1,0,2
1261,0.5762,0.9917,5.1642,0.0632,167.77,1,1,0,2
1262,0.5803,1.1415,5.0566,0.0503,165.1,1,1,0,2
1263,0.6133,1.0498,4.9732,0.1361,162.59,1,1,0,2
1264,2.3842,1.2506,4.3429,0.0704,156.9,1,1,0,2
1265,0.6996,1.0287,3.0782,0.0465,160.66,1,1,2,3
1266,0.7447,1.0525,3.2369,0.0469,163.37,1,1,1,3
1267,0.5999,1.1721,4.557,0.0428,162.11,1,1,1,3
1268,0.6296,0.9944,3.2998,0.0543,164.99,1,1,1,3
1269,0.5065,0.9685,3.0379,0.0444,169.35,1,1,1,3
1270,0.5937,1.0746,2.947,0.0436,172.95,1,1,1,3
1271,0.564,0.9648,2.9968,0.0422,175.95,1,1,1,3
1272,0.5252,1.0026,3.085,0.0421,178.92,1,1,1,3
1273,0.59,0.9665,3.0723,0.0404,181.5,1,1,1,3
1274,0.6601,1.0097,2.957,0.0431,183.74,1,1,1,3
1275,0.6065,0.9672,3.1095,0.0413,185.61,1,1,1,3
1276,0.5407,0.9655,3.3259,0.0456,186.7,1,1,1,3
1277,0.5492,1.0966,3.8378,0.0913,185.25,1,1,1,3
1278,0.6625,1.1228,4.8756,0.0798,180.67,1,1,1,3
1279,0.8921,1.3988,4.7993,0.0815,175.72,1,1,1,3
1280,0.8032,1.333,4.8155,0.0856,171.48,1,1,1,3
1281,0.6698,1.2381,5.3097,0.1263,167.24,1,1,1,3
1282,1.1384,1.1719,3.807,0.037,165.89,1,1,1,3
1283,0.5811,0.9645,5.6731,0.062,162.56,1,1,0,2
1284,1.5463,1.322,3.946,0.0468,158.7,1,1,0,2
1285,1.1046,1.1558,4.4077,0.0427,157.25,1,1,0,2
1286,0.621,1.0265,3.9621,0.0458,158.55,1,1,0,2
1287,0.6131,0.989,3.3716,0.041,161.86,1,1,0,2
1288,0.57,0.9931,3.3949,0.0455,164.41,1,1,0,2
1289,0.7118,1.112,3.8954,0.05,164.6,1,1,0,2
1290,0.7586,1.0688,4.0903,0.0401,164.21,1,1,0,2
1291,0.5708,1.0178,2.7998,0.0406,169.36,1,1,2,3
1292,0.5817,1.0051,3.0637,0.0402,172.84,1,1,1,3
1293,0.5656,0.9593,3.0235,0.0414,176.35,1,1,1,3
1294,0.5535,1.0058,3.0191,0.0414,179.23,1,1,1,3
1295,0.5681,0.9938,2.969,0.039,181.93,1,1,1,3
1296,0.6057,1.0758,3.7771,0.0511,181.03,1,1,1,3
1297,0.7406,1.2956,4.5544,0.0406,177.44,1,1,1,3
1298,0.7432,1.1852,4.4403,0.0562,174.65,1,1,1,3
1299,0.652,1.0821,6.1465,0.0749,169.27,1,1,0,2
1300,0.6507,1.0896,5.3678,0.0961,165.59,1,1,0,2
1301,0.7262,1.3482,5.769,0.0372,161.25,1,1,0,2
1302,0.5413,0.9802,3.9844,0.0611,162.39,1,1,0,2
1303,0.8246,1.0724,5.5202,0.0591,158.84,1,1,0,2
1304,0.5937,0.9379,3.5747,0.0449,159.7,1,1,0,2
1305,0.6823,1.0363,4.0014,0.0837,160.28,1,1,0,2
1306,0.8987,1.1023,4.2252,0.0361,159.65,1,1,0,2
1307,0.5486,1.0006,2.8169,0.0367,165.38,1,1,2,3
1308,0.6588,0.972,3.0561,0.046,168.79,1,1,1,3
1309,0.5951,0.9882,2.9894,0.0879,172.38,1,1,1,3
1310,0.5285,0.9651,2.959,0.0422,176.36,1,1,1,3
1311,0.6146,0.9593,2.9919,0.044,179.46,1,1,1,3
1312,0.6574,1.125,3.3373,0.0506,180.01,1,1,1,3
1313,0.6463,1.0126,4.0269,0.0695,178.66,1,1,1,3
1314,0.5359,0.9625,4.3271,0.0447,177.2,1,1,0,2
1315,0.5884,1.0119,3.9617,0.0857,176.39,1,1,0,2
1316,0.605,1.1959,4.5049,0.0699,173.68,1,1,0,2
1317,0.5558,1.1081,5.0114,0.2153,170.13,1,1,0,2
1318,0.7195,1.2877,5.0357,0.0582,166.42,1,1,0,2
1319,0.5579,0.9784,4.8906,0.1264,164.4,1,1,0,2
1320,0.6049,1.2186,4.3701,0.0406,163.31,1,1,0,2
1321,0.5744,1.0378,4.1741,0.0774,163.27,1,1,0,2
1322,1.0895,1.3647,4.5644,0.0445,159.97,1,1,0,2
1323,0.7794,1.0596,3.5838,0.0448,161.55,1,1,0,2
1324,0.6275,0.9616,3.7008,0.047,161.74,1,1,0,2
1325,0.6306,1.0746,3.2363,0.0439,164.8,1,1,0,2
1326,0.6389,0.984,4.1025,0.0466,164.96,1,1,0,2
1327,0.5621,0.9876,3.6579,0.0591,166.64,1,1,0,2
1328,0.704,1.0178,4.2429,0.0473,165.79,1,1,0,2
1329,0.7926,1.0602,4.5546,0.0397,164.18,1,1,0,2
1330,0.5531,0.9628,3.6639,0.0408,166.27,1,1,0,2
1331,0.6669,0.9586,3.6954,0.042,167.65,1,1,0,2
1332,0.6329,0.9992,3.6541,0.0393,168.98,1,1,0,2
1333,0.5428,0.9692,4.1201,0.0475,169.1,1,1,0,2
1334,0.7767,1.1798,6.0239,0.0943,164.06,1,1,0,2
1335,0.7764,1.1399,5.0133,0.0527,161.32,1,1,0,2
1336,0.5088,1.1637,5.1815,0.0804,159.05,1,1,0,2
1337,0.5496,0.9997,5.2031,0.0763,157.16,1,1,0,2
1338,0.8337,1.1174,5.1987,0.0488,154.81,1,1,0,2
1339,1.2968,1.0333,4.63,0.0786,151.59,1,1,0,2
1340,1.4348,1.3011,4.0111,0.0466,150.54,1,1,0,2
1341,0.9725,1.0094,3.6338,0.0458,152.52,1,1,0,2
1342,0.7675,0.9952,3.8596,0.0494,154.27,1,1,0,2
1343,0.7157,1.0288,3.7976,0.0513,156.0,1,1,0,2
1344,0.7149,1.0443,4.3835,0.0412,155.98,1,1,0,2
1345,0.6577,0.9666,3.04,0.0556,160.67,1,1,2,3
1346,0.6919,0.9868,3.1086,0.0427,164.38,1,1,1,3
1347,0.5805,0.9573,3.0783,0.0416,168.48,1,1,1,3
1348,0.6003,1.0252,3.1213,0.0418,171.59,1,1,1,3
1349,0.6033,1.0392,3.4486,0.0481,172.99,1,1,1,3
1350,0.6522,1.0609,3.7063,0.0426,173.26,1,1,1,3
1351,0.5511,1.0307,3.05,0.0461,176.09,1,1,1,3
1352,0.5922,1.035,4.3172,0.0651,174.38,1,1,1,3
1353,0.4974,1.001,4.3748,0.0555,173.08,1,1,1,3
1354,0.5823,1.133,4.7153,0.0796,170.05,1,1,1,3
1355,0.7349,1.2606,4.613,0.0855,166.59,1,1,1,3
1356,1.0538,1.3038,4.2826,0.0406,164.22,1,1,1,3
1357,0.6248,1.7025,2.8326,0.0373,166.3,1,1,1,3
1358,0.7336,1.2299,3.7051,0.084,166.22,1,1,1,3
1359,0.9795,1.3609,4.2072,0.0452,162.44,1,1,1,3
1360,0.8677,1.1219,3.8549,0.0428,162.51,1,1,1,3
1361,0.6405,1.0686,3.157,0.0442,165.76,1,1,1,3
1362,0.8917,0.9986,4.221,0.0452,164.88,1,1,0,2
1363,0.6292,0.9656,3.4286,0.0422,167.38,1,1,0,2
1364,0.7152,1.0316,3.5132,0.0398,168.78,1,1,0,2
1365,0.5536,1.0167,3.7516,0.0508,169.84,1,1,0,2
1366,0.8019,1.1302,4.3267,0.044,168.19,1,1,0,2
1367,0.5476,0.961,3.5849,0.0436,170.13,1,1,0,2
1368,0.6701,1.0121,3.7319,0.0495,170.63,1,1,0,2
1369,0.5514,0.9867,3.6294,0.0443,172.01,1,1,0,2
1370,0.5308,1.002,3.7858,0.057,172.08,1,1,0,2
1371,0.527,1.0448,6.0729,0.0937,167.24,1,1,0,2
1372,0.6539,1.0045,5.8479,0.0585,163.26,1,1,0,2
1373,0.592,1.1645,4.3444,0.0591,162.45,1,1,2,3
1374,0.578,1.1367,4.0628,0.0552,162.43,1,1,1,3
1375,0.6274,1.1166,4.1868,0.0448,162.21,1,1,1,3
1376,0.5539,1.9521,2.8987,0.0685,163.5,1,1,1,3
1377,0.9743,1.2484,4.8419,0.0705,160.5,1,1,1,3
1378,1.4554,1.317,4.7766,0.0477,157.1,1,1,0,2
1379,0.8503,0.9738,3.7204,0.0474,156.87,1,1,0,2
1380,0.8961,0.9996,3.6413,0.0428,158.44,1,1,0,2
1381,0.686,1.0512,3.6939,0.0504,160.15,1,1,0,2
1382,0.6851,1.0814,4.104,0.0436,160.44,1,1,0,2
1383,0.7632,0.9955,2.9782,0.0431,164.38,1,1,2,3
1384,0.6229,0.9549,3.0891,0.0417,168.23,1,1,1,3
1385,0.564,1.0161,3.0801,0.0427,171.76,1,1,1,3
1386,0.6125,0.9735,3.0233,0.0422,175.16,1,1,1,3
1387,0.5548,1.0113,3.3879,0.0488,176.77,1,1,1,3
1388,0.833,1.0519,3.9351,0.0423,175.15,1,1,1,3
1389,0.5487,1.0857,3.0677,0.0473,177.74,1,1,1,3
1390,0.6051,0.9805,5.7019,0.0735,172.92,1,1,0,2
1391,0.5879,1.1934,4.8595,0.0459,170.03,1,1,0,2
1392,0.5336,1.1051,5.5274,0.085,166.31,1,1,0,2
1393,0.7704,1.1052,6.365,0.0786,161.26,1,1,0,2
1394,0.5927,1.1832,4.9479,0.0397,159.33,1,1,0,2
1395,0.5231,0.9319,4.2546,0.0515,160.17,1,1,0,2
1396,0.8151,1.2651,5.3056,0.0513,157.17,1,1,0,2
1397,0.7104,1.1209,3.936,0.0612,157.93,1,1,0,2
1398,0.737,1.0743,4.4269,0.053,157.37,1,1,0,2
1399,0.6725,0.9684,2.8515,0.0412,160.34,1,1,2,3
1400,0.6185,1.0042,3.0235,0.0419,164.71,1,1,1,3
1401,0.6686,0.9722,3.0104,0.0431,168.58,1,1,1,3
1402,0.6239,1.0131,3.0271,0.0419,172.02,1,1,1,3
1403,0.5642,0.9699,3.3385,0.052,174.22,1,1,1,3
1404,0.6652,1.0022,3.2145,0.0491,176.1,1,1,1,3
1405,1.0389,1.055,2.9644,0.0381,177.05,1,1,1,3
1406,0.6012,1.0394,4.3589,0.0449,175.35,1,1,0,2
1407,0.5767,1.0068,3.5487,0.0451,176.42,1,1,0,2
1408,0.6111,1.0062,4.2765,0.0701,174.85,1,1,0,2
1409,0.6234,1.2319,5.345,0.0986,170.37,1,1,0,2
1410,0.7723,1.2802,5.4481,0.0751,165.92,1,1,0,2
1411,0.5446,1.1218,4.4934,0.0424,164.78,1,1,2,3
1412,0.5246,1.114,4.3729,0.0549,164.15,1,1,1,3
1413,0.5737,1.1528,4.15,0.0394,163.99,1,1,1,3
1414,0.751,1.0007,4.4945,0.1098,161.27,1,1,1,3
1415,1.154,1.5716,5.3082,0.0464,156.89,1,1,1,3
1416,0.8798,0.9953,3.2102,0.0433,159.86,1,1,1,3
1417,0.6406,0.9893,3.3249,0.045,163.01,1,1,1,3
1418,0.6443,0.9867,2.8596,0.0457,167.72,1,1,1,3
1419,0.6475,1.0303,3.0867,0.0927,170.58,1,1,1,3
1420,0.9164,1.0171,3.2497,0.0465,171.76,1,1,1,3
1421,1.2138,1.0534,2.9986,0.0371,172.19,1,1,1,3
1422,0.5433,1.0702,3.0227,0.0412,175.22,1,1,1,3
1423,0.5243,0.9647,3.0709,0.079,178.31,1,1,1,3
1424,0.5514,0.9553,3.0912,0.0386,181.0,1,1,1,3
1425,0.5415,1.0472,3.1152,0.0469,183.0,1,1,1,3
1426,0.6475,1.0399,5.3067,0.0359,178.48,1,1,1,3
1427,0.5562,0.968,3.8116,0.0687,178.35,1,1,1,3
1428,0.8405,1.1818,4.3731,0.0703,175.16,1,1,1,3
1429,0.9011,1.5015,4.1756,0.0551,171.92,1,1,1,3
1430,0.7197,1.1196,4.3627,0.0545,169.98,1,1,1,3
1431,0.6019,1.3723,7.2127,0.0802,163.37,1,1,1,3
1432,1.081,1.4366,4.94,0.0408,159.8,1,1,1,3
1433,0.579,0.9349,3.5908,0.0591,162.34,1,1,1,3
1434,0.9913,1.3502,4.6524,0.0496,158.44,1,1,1,3
1435,0.698,1.0413,3.5128,0.0545,160.58,1,1,1,3
1436,0.9252,1.3431,4.7651,0.1023,158.05,1,1,1,3
1437,0.6118,0.9856,2.8936,0.0429,163.28,1,1,1,3
1438,0.6152,0.9665,2.9792,0.0419,167.55,1,1,1,3
1439,0.6297,0.9521,3.0185,0.044,171.31,1,1,1,3
1440,0.6849,1.0215,3.0225,0.0379,174.23,1,1,1,3
1441,0.5728,0.9658,3.1374,0.0447,176.84,1,1,1,3
1442,0.6831,1.0074,3.8028,0.0716,176.02,1,1,1,3
1443,0.5935,1.0115,3.0157,0.0413,178.92,1,1,1,3
1444,0.523,0.9646,4.3317,0.0421,177.34,1,1,0,2
1445,0.5635,1.0056,3.6448,0.0469,177.92,1,1,0,2
1446,0.585,1.0311,4.4935,0.0811,175.66,1,1,0,2
1447,0.8259,1.1786,5.6752,0.1077,170.4,1,1,0,2
1448,1.065,1.4862,5.4386,0.0695,165.19,1,1,0,2
1449,0.9376,1.2304,4.1279,0.0536,163.66,1,1,2,3
1450,0.7082,1.1281,4.249,0.0443,162.96,1,1,1,3
1451,0.5683,1.6991,2.8464,0.049,165.22,1,1,1,3
1452,0.8916,1.1649,4.7916,0.0938,162.39,1,1,1,3
1453,1.6717,1.3614,3.4157,0.0453,160.77,1,1,1,3
1454,0.7706,0.976,3.1036,0.044,161.42,1,1,1,3
1455,0.6093,1.0614,3.2536,0.0476,164.51,1,1,1,3
1456,0.6233,0.9849,2.8449,0.0399,169.29,1,1,1,3
1457,0.613,1.0042,2.949,0.0401,173.1,1,1,1,3
1458,0.7265,1.0394,2.968,0.0818,175.68,1,1,1,3
1459,0.5384,0.9652,3.0637,0.0409,178.82,1,1,1,3
1460,0.5561,0.9936,2.9655,0.0417,181.94,1,1,1,3
1461,0.5401,0.9428,3.1013,0.0415,184.44,1,1,1,3
1462,0.6366,1.012,3.0008,0.0401,186.34,1,1,1,3
1463,0.6086,0.9827,3.2712,0.0427,187.15,1,1,1,3
1464,0.6182,1.2598,3.2179,0.0439,186.96,1,1,1,3
1465,0.5952,1.0577,5.6387,0.0519,181.42,1,1,0,2
1466,0.7657,1.4343,5.7851,0.0974,175.17,1,1,0,2
1467,0.5645,1.1716,4.4144,0.0409,173.06,1,1,2,3
1468,0.4888,1.0032,4.418,0.0552,171.87,1,1,1,3
1469,0.8051,1.2446,4.5908,0.0942,168.8,1,1,1,3
1470,1.0358,1.515,5.8197,0.0364,163.34,1,1,1,3
1471,0.4753,0.9661,3.3302,0.0499,166.81,1,1,1,3
1472,1.01,1.1367,4.9675,0.0647,163.43,1,1,1,3
1473,0.7583,1.143,3.0277,0.0504,165.95,1,1,1,3
1474,0.7902,0.9697,3.3311,0.0488,166.1,1,1,1,3
1475,0.5946,1.1437,3.1416,0.0457,168.8,1,1,1,3
1476,0.6686,0.9653,3.2524,0.0396,171.36,1,1,1,3
1477,0.6418,0.9495,2.9437,0.0417,175.14,1,1,1,3
1478,0.6184,0.9639,3.0974,0.0429,177.88,1,1,1,3
1479,0.5459,1.0,2.9317,0.0399,181.03,1,1,1,3
1480,0.6301,0.9854,3.0109,0.046,183.25,1,1,1,3
1481,0.6123,1.0033,3.2579,0.0588,184.27,1,1,1,3
1482,0.6501,1.0242,3.6891,0.0421,183.33,1,1,1,3
1483,0.5549,1.0906,3.1545,0.0424,184.76,1,1,1,3
1484,0.5884,0.9661,3.0067,0.1029,186.66,1,1,1,3
1485,0.5282,0.9526,3.1257,0.041,188.55,1,1,1,3
1486,0.6068,0.9656,3.8758,0.0692,187.01,1,1,1,3
1487,0.7581,1.1912,4.605,0.0709,182.62,1,1,1,3
1488,0.7811,1.3916,4.8507,0.1046,177.75,1,1,1,3
1489,0.6058,1.1714,6.0691,0.0919,172.04,1,1,0,2
1490,0.611,1.2168,5.1178,0.0411,168.14,1,1,0,2
1491,0.6915,1.5719,3.774,0.0958,167.02,1,1,0,2
1492,0.9083,1.2478,4.149,0.1017,165.07,1,1,0,2
1493,0.892,1.4519,5.1704,0.0425,161.22,1,1,0,2
1494,0.712,0.9521,3.1521,0.045,162.54,1,1,2,3
1495,0.6045,0.9739,3.2019,0.0699,166.01,1,1,1,3
1496,0.6873,0.9886,2.8848,0.0386,170.12,1,1,1,3
1497,0.6738,1.058,3.0287,0.0471,172.99,1,1,1,3
1498,0.6538,1.0466,3.4255,0.129,173.38,1,1,1,3
1499,0.6514,0.9892,3.0116,0.0422,176.04,1,1,1,3
1500,0.6432,1.0036,4.2314,0.0433,174.77,1,1,0,2
1501,0.5344,0.949,3.5383,0.0434,176.29,1,1,0,2
1502,0.539,0.9638,3.5087,0.0431,177.69,1,1,0,2
1503,0.6819,1.0238,3.7508,0.0527,177.38,1,1,0,2
1504,0.662,1.0767,3.7948,0.1583,176.12,1,1,0,2
1505,0.5579,1.0262,4.2637,0.087,174.28,1,1,0,2
1506,0.6093,1.1218,4.0058,0.0554,173.19,1,1,2,3
1507,0.5388,1.1484,3.7601,0.1033,172.92,1,1,1,3
1508,0.5878,1.117,4.5231,0.0888,170.49,1,1,1,3
1509,0.6406,1.0799,5.0388,0.088,167.06,1,1,1,3
1510,0.8893,1.5235,4.971,0.0368,163.22,1,1,1,3
1511,0.4947,1.0003,3.2127,0.0534,166.78,1,1,1,3
1512,0.8857,1.1309,4.6143,0.1008,164.29,1,1,1,3
1513,0.871,1.1338,3.2288,0.0525,165.55,1,1,1,3
1514,0.9304,1.0363,3.8095,0.0368,164.0,1,1,1,3
1515,0.6265,1.0045,3.1982,0.0451,167.15,1,1,1,3
1516,0.6043,0.9664,2.8493,0.0441,171.8,1,1,1,3
1517,0.6654,0.9567,2.9265,0.0451,175.45,1,1,1,3
1518,0.6685,0.9662,3.0032,0.0533,178.32,1,1,1,3
1519,0.6599,1.0413,2.8915,0.042,181.0,1,1,1,3
1520,0.6475,0.9895,3.0621,0.0431,183.08,1,1,1,3
1521,0.7462,1.0183,3.3788,0.0609,183.12,1,1,1,3
1522,0.6495,0.9893,3.3665,0.0398,183.77,1,1,1,3
1523,0.6058,0.9579,3.1021,0.0552,185.66,1,1,1,3
1524,0.534,0.9557,3.0273,0.042,187.88,1,1,1,3
1525,0.5777,1.051,3.1483,0.0538,188.45,1,1,1,3
1526,0.5844,1.0036,4.5005,0.0456,185.1,1,1,1,3
1527,0.9058,1.2631,6.0758,0.0556,178.25,1,1,1,3
1528,0.7648,1.1391,6.2496,0.0752,172.16,1,1,0,2
1529,0.7649,1.0219,5.1458,0.0747,168.59,1,1,0,2
1530,0.7726,1.178,4.4725,0.0456,166.63,1,1,0,2
1531,0.6225,1.0326,5.1242,0.1347,163.59,1,1,0,2
1532,1.1824,1.3932,5.1876,0.046,159.49,1,1,0,2
1533,0.8351,0.9961,3.2061,0.0474,162.36,1,1,2,3
1534,0.5932,0.9529,3.3555,0.0436,163.56,1,1,1,3
1535,0.6349,1.0239,2.815,0.042,168.26,1,1,1,3
1536,0.6285,0.9786,3.178,0.0413,171.1,1,1,1,3
1537,0.6917,0.9755,3.6836,0.1138,171.29,1,1,1,3
1538,0.7121,1.1076,2.9935,0.0384,173.66,1,1,1,3
1539,0.5887,1.0096,2.9538,0.0744,176.3,1,1,1,3
1540,0.529,0.9587,3.0508,0.0415,179.57,1,1,1,3
1541,0.6439,0.9664,3.0544,0.0419,181.95,1,1,1,3
1542,0.544,0.9561,3.1834,0.0675,183.84,1,1,1,3
1543,0.602,1.0319,3.3896,0.0455,184.29,1,1,1,3
1544,0.6692,1.1227,3.594,0.0459,183.43,1,1,1,3
1545,0.6596,1.002,4.172,0.0888,181.35,1,1,1,3
1546,0.504,1.0656,4.3619,0.0598,179.18,1,1,1,3
1547,0.6636,1.1682,4.0034,0.0521,177.47,1,1,1,3
1548,0.6775,1.136,4.3982,0.0614,174.81,1,1,1,3
1549,0.7576,1.215,4.9615,0.0473,170.96,1,1,1,3
1550,0.6017,1.5294,3.7611,0.0396,170.18,1,1,1,3
1551,0.5746,1.2216,5.9027,0.0774,165.61,1,1,0,2
1552,1.4249,1.2956,3.8611,0.0476,163.48,1,1,0,2
1553,0.9546,1.0776,4.0525,0.0588,162.8,1,1,0,2
1554,1.0478,1.1546,4.5359,0.0434,159.3,1,1,0,2
1555,0.6488,0.9575,3.4944,0.0413,162.11,1,1,0,2
1556,0.5726,1.0315,3.5783,0.045,164.29,1,1,0,2
1557,0.6371,0.9883,3.5643,0.0415,166.29,1,1,0,2
1558,0.5214,1.0,3.6805,0.0426,167.67,1,1,0,2
1559,0.6412,1.0178,3.7735,0.0413,168.47,1,1,0,2
1560,0.5555,0.9594,3.7403,0.0428,169.83,1,1,0,2
1561,0.5807,0.9937,3.448,0.0446,171.84,1,1,0,2
1562,0.6084,0.9683,3.644,0.0416,172.84,1,1,0,2
1563,0.5951,1.002,4.8678,0.0718,170.29,1,1,0,2
1564,0.6208,0.954,5.1962,0.0629,167.28,1,1,0,2
1565,0.7322,1.1321,4.9245,0.0609,164.57,1,1,0,2
1566,0.6422,1.2083,4.866,0.0698,162.25,1,1,0,2
1567,0.6584,1.1867,6.7543,0.044,157.28,1,1,0,2
1568,0.702,1.1407,4.3984,0.071,156.79,1,1,0,2
1569,0.9302,1.5834,6.2307,0.048,150.97,1,1,0,2
1570,1.2296,1.0883,4.6928,0.0429,149.6,1,1,0,2
1571,0.6234,1.0214,3.885,0.0505,151.85,1,1,0,2
1572,0.6347,0.9904,3.2757,0.0434,156.09,1,1,0,2
1573,0.5994,0.9583,3.5057,0.0445,159.31,1,1,0,2
1574,0.801,1.1136,3.8712,0.0489,159.8,1,1,0,2
1575,0.7407,1.338,3.5104,0.0426,160.93,1,1,0,2
1576,0.631,1.015,3.006,0.0398,165.22,1,1,2,3
1577,0.6622,0.9555,3.0857,0.0393,168.89,1,1,1,3
1578,0.5474,1.0199,3.1615,0.0406,172.06,1,1,1,3
1579,0.5751,0.951,3.0069,0.039,175.67,1,1,1,3
1580,0.6475,1.0333,3.385,0.0461,176.83,1,1,1,3
1581,0.7049,1.0227,4.2402,0.0621,174.99,1,1,1,3
1582,0.6862,1.1485,5.7911,0.1047,169.78,1,1,0,2
1583,0.6721,1.1811,4.6779,0.0797,167.2,1,1,0,2
1584,0.5973,1.1321,4.5849,0.0788,165.35,1,1,0,2
1585,0.683,1.1953,6.0383,0.0595,160.83,1,1,0,2
1586,0.6682,1.3686,4.7791,0.0421,158.8,1,1,0,2
1587,0.7904,1.1338,4.5504,0.0618,157.69,1,1,0,2
1588,1.3221,1.3754,4.3606,0.0467,155.49,1,1,0,2
1589,0.8144,0.9496,3.6726,0.042,155.79,1,1,0,2
1590,0.6067,1.1329,4.2275,0.0588,155.84,1,1,0,2
1591,0.7296,1.0966,3.876,0.0461,156.83,1,1,0,2
1592,0.5497,0.9549,3.0408,0.0643,161.93,1,1,2,3
1593,0.7283,1.0264,3.1851,0.0411,164.79,1,1,1,3
1594,0.5342,1.0055,2.9908,0.0702,168.88,1,1,1,3
1595,0.6043,1.0178,3.3234,0.0814,170.78,1,1,1,3
1596,1.6986,1.3982,3.459,0.0499,168.06,1,1,1,3
1597,0.7764,1.0708,3.371,0.0418,169.3,1,1,1,3
1598,0.5852,0.9642,4.3061,0.0418,168.6,1,1,0,2
1599,0.6153,1.0231,3.5831,0.0425,169.98,1,1,0,2
1600,0.5979,0.9837,4.5744,0.0757,168.39,1,1,0,2
1601,0.5996,1.1634,5.1128,0.0838,165.24,1,1,0,2
1602,0.5915,1.2083,4.712,0.0853,163.13,1,1,0,2
1603,0.543,1.1218,4.444,0.098,162.07,1,1,0,2
1604,0.6285,1.1207,5.0393,0.0446,159.85,1,1,0,2
1605,0.5647,1.836,3.4173,0.0562,160.34,1,1,0,2
1606,0.9568,0.9978,4.6082,0.0764,158.78,1,1,0,2
1607,1.3395,1.3643,3.9262,0.0481,157.09,1,1,0,2
1608,0.8333,1.0539,3.5868,0.0434,158.81,1,1,0,2
1609,0.5964,0.9628,3.6903,0.0426,159.0,1,1,0,2
1610,0.6566,1.0468,3.9429,0.048,159.99,1,1,0,2
1611,0.7968,1.0224,4.0623,0.0384,160.26,1,1,2,3
1612,0.8181,1.1664,4.1102,0.0424,159.82,1,1,1,3
1613,0.5195,1.0972,2.9768,0.0436,164.24,1,1,1,3
1614,0.5739,0.9522,3.0081,0.0398,168.68,1,1,1,3
1615,0.5464,1.0715,3.0077,0.0863,172.11,1,1,1,3
1616,0.5515,0.9577,3.0909,0.0412,175.5,1,1,1,3
1617,0.7049,0.9635,3.0821,0.0422,177.94,1,1,1,3
1618,0.5652,0.9511,3.1209,0.0497,180.52,1,1,1,3
1619,0.8996,1.0559,3.4562,0.0478,179.99,1,1,1,3
1620,1.0152,1.2237,3.942,0.0381,177.45,1,1,1,3
1621,0.6663,1.1992,4.3856,0.053,174.95,1,1,1,3
1622,0.6552,1.0306,4.3288,0.0524,173.24,1,1,1,3
1623,0.6663,1.1544,4.6333,0.0816,170.37,1,1,1,3
1624,0.8259,1.2366,5.4417,0.0387,165.56,1,1,1,3
1625,0.688,1.559,4.1851,0.0456,163.97,1,1,0,2
1626,0.9469,1.0635,5.233,0.0834,160.72,1,1,0,2
1627,1.1577,1.1548,3.6775,0.0599,160.33,1,1,0,2
1628,0.8625,1.0276,4.171,0.0612,159.94,1,1,0,2
1629,1.2714,1.0731,3.6547,0.0439,157.4,1,1,0,2
1630,0.6272,0.9603,3.4343,0.0417,160.67,1,1,0,2
1631,0.672,1.0289,3.554,0.0495,162.74,1,1,0,2
